Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
21/10/2021,PY,Paraguay,AMRO,29,460582,0,16228
22/10/2021,PY,Paraguay,AMRO,33,460615,0,16228
23/10/2021,PY,Paraguay,AMRO,31,460646,1,16229
24/10/2021,PY,Paraguay,AMRO,33,460679,0,16229
25/10/2021,PY,Paraguay,AMRO,22,460701,1,16230
26/10/2021,PY,Paraguay,AMRO,22,460723,1,16231
27/10/2021,PY,Paraguay,AMRO,31,460754,1,16232
28/10/2021,PY,Paraguay,AMRO,61,460815,1,16233
29/10/2021,PY,Paraguay,AMRO,79,460894,5,16238
30/10/2021,PY,Paraguay,AMRO,50,460944,5,16243
31/10/2021,PY,Paraguay,AMRO,30,460974,2,16245
01/11/2021,PY,Paraguay,AMRO,32,461006,1,16246
02/11/2021,PY,Paraguay,AMRO,35,461041,1,16247
03/11/2021,PY,Paraguay,AMRO,45,461086,2,16249
04/11/2021,PY,Paraguay,AMRO,46,461132,1,16250
05/11/2021,PY,Paraguay,AMRO,52,461184,6,16256
06/11/2021,PY,Paraguay,AMRO,41,461225,0,16256
07/11/2021,PY,Paraguay,AMRO,50,461275,2,16258
08/11/2021,PY,Paraguay,AMRO,38,461313,1,16259
09/11/2021,PY,Paraguay,AMRO,48,461361,4,16263
